"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Age","Total_Spending","TotalNumPurchases","TotalAcceptedCmp","AcceptedCmp","Children"
"Graduate","Married",41154,98,5,0,0,0,0,0,0,40,69,6,0,0,1
"Graduate","Married",80398,92,3,0,0,1,0,0,0,52,1597,26,1,1,0
"Undergraduate","Single",18746,41,6,0,0,0,0,0,0,26,64,8,0,0,1
"Graduate","Married",35196,68,8,0,0,0,0,0,0,34,497,18,0,0,1
"Graduate","Single",60230,78,5,0,0,0,0,0,0,62,1067,17,0,0,1
"Graduate","Married",22108,46,7,0,0,0,0,0,0,41,31,7,0,0,2
"Graduate","Married",44392,71,7,0,0,0,0,0,0,44,211,14,0,0,2
"Postgrad","Married",55424,6,6,1,0,0,0,0,1,42,877,25,2,1,1
"Graduate","Married",17688,82,8,0,0,0,0,0,0,39,11,4,0,0,1
"Postgrad","Married",92491,71,3,0,1,1,1,0,1,35,2034,25,4,1,0
"Graduate","Single",90273,32,2,0,1,1,1,0,1,27,1991,19,4,1,0
"Postgrad","Single",82571,28,2,0,0,1,0,0,0,56,1686,24,1,1,0
"Postgrad","Single",38513,20,8,0,0,0,0,0,1,36,324,17,1,1,1
"Postgrad","Single",16653,10,6,0,0,0,0,0,1,39,69,9,1,1,1
"Graduate","Married",42586,7,8,0,0,0,0,0,1,63,252,16,1,1,2
"Undergraduate","Single",23529,67,6,0,0,0,0,0,0,53,54,5,0,0,1
"Postgrad","Married",74881,48,5,0,0,0,0,0,0,57,964,27,0,0,2
"Graduate","Married",71107,61,4,0,0,0,0,0,0,67,1327,28,0,0,1
"Postgrad","Married",46910,36,6,0,0,0,0,0,0,54,68,7,0,0,2
"Graduate","Married",18690,77,8,0,0,0,0,0,0,59,60,5,0,0,0
"Graduate","Single",37244,90,7,1,0,0,0,0,0,63,55,5,1,1,2
"Graduate","Married",82427,35,1,0,0,1,0,0,0,52,1456,21,1,1,0
"Undergraduate","Single",75342,38,4,0,0,0,0,0,0,60,563,18,0,0,1
"Graduate","Single",70044,46,5,0,0,0,0,0,0,64,1504,26,0,0,1
"Graduate","Single",79146,33,6,0,0,0,0,0,0,51,564,19,0,0,2
"Graduate","Married",77437,70,1,0,0,1,0,0,0,55,1125,23,1,1,0
"Graduate","Married",54984,51,7,0,0,0,1,0,0,59,358,17,1,1,1
"Postgrad","Married",42403,18,8,0,0,0,0,0,0,47,42,5,0,0,1
"Graduate","Married",55761,97,6,0,1,0,0,0,0,54,184,10,1,1,1
"Graduate","Married",37292,32,8,0,0,0,0,0,0,35,460,19,0,0,1
"Postgrad","Single",45576,9,8,0,0,0,0,0,1,73,145,8,1,1,0
"Graduate","Married",70321,6,4,0,0,0,0,0,1,71,1376,25,1,1,0
"Postgrad","Single",58086,80,8,0,0,0,0,0,0,49,792,23,0,0,1
"Graduate","Married",81795,74,2,0,0,0,0,0,0,66,1382,23,0,0,0
"Undergraduate","Married",28389,49,7,0,0,0,0,0,0,71,28,4,0,0,0
"Postgrad","Married",66835,21,2,0,0,0,0,0,0,72,1033,24,0,0,0
"Graduate","Single",69901,95,5,0,0,0,0,0,0,49,882,23,0,0,1
"Postgrad","Married",80360,56,2,0,1,1,1,0,0,69,2231,15,3,1,0
"Postgrad","Married",63342,48,6,0,1,0,0,0,1,57,1101,19,2,1,1
"Graduate","Married",44989,26,6,0,0,0,0,0,0,44,369,16,0,0,1
"Undergraduate","Single",31859,3,7,0,0,0,0,0,0,38,48,5,0,0,1
"Postgrad","Single",51569,39,8,0,1,0,0,0,1,69,467,19,2,1,1
"Graduate","Single",30372,33,7,0,0,0,0,0,0,47,44,8,0,0,2
"Undergraduate","Single",16014,42,3,0,0,0,0,0,0,39,38,10,0,0,2
"Graduate","Married",41120,80,6,0,0,0,0,0,0,50,81,9,0,0,2
"Postgrad","Single",39763,9,9,0,0,0,0,0,1,47,167,10,1,1,1
"Postgrad","Married",38725,52,4,0,0,0,0,0,0,63,45,7,0,0,2
"Graduate","Married",77981,78,5,0,0,0,0,0,0,46,664,21,0,0,1
"Undergraduate","Married",62905,68,4,0,0,0,0,0,0,54,622,20,0,0,1
"Undergraduate","Single",13533,45,7,0,0,0,0,0,0,39,48,7,0,0,1
"Graduate","Married",59481,47,2,0,0,0,0,0,0,43,461,16,0,0,1
"Graduate","Married",72117,34,5,0,0,0,0,0,0,41,1073,26,0,0,1
"Undergraduate","Married",21955,81,6,0,0,0,0,0,0,32,55,8,0,0,1
"Graduate","Married",67131,72,6,0,0,0,0,0,0,62,976,26,0,0,1
"Postgrad","Single",36802,23,5,0,0,0,0,0,0,38,20,5,0,0,1
"Graduate","Married",71853,29,1,0,0,0,0,0,0,36,1149,17,0,0,0
"Undergraduate","Married",28249,80,6,0,0,0,0,0,0,57,43,6,0,0,0
"Postgrad","Married",47808,30,7,1,0,0,0,0,0,43,224,10,1,1,1
"Postgrad","Single",25509,15,9,0,0,0,0,0,1,44,101,9,1,1,1
"Postgrad","Married",51012,86,6,0,0,0,0,0,0,72,209,10,0,0,0
"Graduate","Single",70596,68,2,0,0,0,0,0,0,33,968,21,0,0,0
"Postgrad","Married",85431,54,0,0,0,0,0,0,0,66,1165,17,0,0,0
"Graduate","Married",42664,44,6,0,0,0,0,0,0,51,24,5,0,0,1
"Graduate","Married",42586,7,8,0,0,0,0,0,1,63,252,16,1,1,2
"Graduate","Single",29760,87,8,0,0,0,0,0,0,33,165,12,0,0,1
"Postgrad","Married",28973,59,8,0,0,0,0,0,0,41,269,13,0,0,0
"Postgrad","Married",39435,16,7,0,0,0,0,0,0,45,102,7,0,0,1
"Undergraduate","Married",65370,1,1,0,0,0,0,0,0,34,461,19,0,0,0
"Undergraduate","Single",20194,64,6,0,0,0,0,0,0,39,47,7,0,0,1
"Postgrad","Single",42473,72,5,0,0,0,0,0,0,42,144,10,0,0,2
"Graduate","Married",64590,98,6,0,0,0,0,0,0,50,1338,24,0,0,0
"Graduate","Married",71232,91,7,0,0,0,0,0,0,59,917,25,0,0,1
"Graduate","Married",34600,8,8,0,0,0,0,0,1,47,318,17,1,1,2
"Graduate","Single",46904,20,8,0,0,0,0,0,0,51,253,14,0,0,2
"Graduate","Married",49094,6,6,0,0,0,0,0,0,45,502,20,0,0,1
"Graduate","Married",36075,54,6,0,0,0,0,0,0,35,119,7,0,0,1
"Undergraduate","Married",60839,72,8,0,0,0,0,0,0,39,1250,29,0,0,2
"Graduate","Married",77298,46,3,0,0,0,0,0,0,39,969,24,0,0,1
"Graduate","Married",34026,11,5,0,0,0,0,0,0,68,76,9,0,0,2
"Postgrad","Single",48918,21,4,0,0,0,0,0,0,55,62,7,0,0,2
"Undergraduate","Married",82122,89,1,0,0,1,0,0,0,56,1382,26,1,1,0
"Graduate","Single",37697,82,6,0,0,0,0,0,0,42,84,7,0,0,1
"Graduate","Married",34074,69,6,1,0,0,0,0,0,66,255,14,1,1,2
"Postgrad","Married",28520,55,6,0,0,0,0,0,0,58,43,5,0,0,2
"Graduate","Single",62535,13,3,0,0,0,0,0,0,63,398,14,0,0,1
"Postgrad","Single",36273,80,6,0,0,0,0,0,0,41,76,8,0,0,1
"Graduate","Married",63404,97,4,0,0,0,1,0,0,54,902,15,1,1,2
"Undergraduate","Married",75774,27,4,0,0,0,0,0,0,37,823,21,0,0,1
"Graduate","Married",78416,99,3,0,0,0,0,0,0,42,1179,26,0,0,1
"Graduate","Married",75702,87,6,0,0,1,0,0,0,44,1921,29,1,1,1
"Postgrad","Married",59385,85,5,0,0,0,0,0,0,67,185,10,0,0,2
"Graduate","Single",37070,30,7,0,0,0,0,0,1,52,433,23,1,1,2
"Graduate","Married",44689,82,7,1,0,0,0,0,0,67,34,6,1,1,2
"Graduate","Married",53977,21,5,0,0,0,0,0,0,60,907,27,0,0,1
"Postgrad","Single",7144,92,0,0,0,0,0,0,0,52,416,25,0,0,2
"Graduate","Single",18701,95,5,0,0,0,0,0,0,54,44,10,0,0,2
"Graduate","Married",90369,2,1,0,0,0,0,0,1,62,1588,17,1,1,0
"Postgrad","Single",63159,74,3,1,0,0,0,0,0,44,1797,17,1,1,0
"Graduate","Married",37758,49,8,0,0,0,0,0,0,52,40,6,0,0,2
"Postgrad","Single",46757,71,9,0,0,0,0,0,0,55,1143,21,0,0,1
"Postgrad","Married",79734,72,1,0,0,0,1,0,0,49,914,14,1,1,0
"Graduate","Married",63207,68,7,0,0,0,1,0,0,26,1502,12,1,1,0
"Graduate","Single",72071,4,2,0,0,0,0,0,0,64,1338,20,0,0,1
"Postgrad","Married",21840,80,9,0,0,0,0,0,0,35,27,5,0,0,1
"Undergraduate","Married",58582,15,5,0,1,0,0,0,0,36,763,22,1,1,1
"Graduate","Single",72282,70,7,0,0,0,0,0,1,67,1331,22,1,1,0
"Graduate","Married",50387,91,5,0,0,0,0,0,0,62,525,19,0,0,2
"Postgrad","Married",32583,10,7,0,0,0,0,0,0,57,9,4,0,0,2
"Graduate","Married",62568,99,4,0,0,0,1,0,0,56,953,16,1,1,1
"Postgrad","Single",44635,25,7,0,0,0,0,0,0,47,68,7,0,0,2
"Postgrad","Single",33316,34,6,0,0,0,0,0,0,47,131,10,0,0,2
"Graduate","Married",63967,57,2,0,0,0,0,0,0,50,882,23,0,0,1
"Undergraduate","Married",52513,84,7,0,0,0,0,0,0,40,1149,25,0,0,0
"Graduate","Married",25293,51,8,0,0,0,0,0,0,49,37,5,0,0,1
"Postgrad","Single",54111,97,5,0,0,0,0,0,0,53,388,15,0,0,1
"Graduate","Married",78394,13,2,0,0,0,0,0,1,32,1428,16,1,1,0
"Postgrad","Married",80739,92,1,0,0,0,0,0,0,60,1633,24,0,0,0
"Postgrad","Married",22669,30,9,0,0,0,0,0,1,43,173,10,1,1,1
"Graduate","Single",29236,30,9,0,0,0,0,0,0,31,99,9,0,0,1
"Graduate","Married",44911,11,7,0,0,0,0,0,0,59,215,12,0,0,1
"Postgrad","Married",54693,72,6,0,0,0,0,0,0,56,929,31,0,0,1
"Graduate","Married",48186,39,7,0,0,0,0,0,0,44,219,12,0,0,1
"Graduate","Married",54809,0,4,0,0,0,0,0,1,41,174,12,1,1,2
"Graduate","Married",41580,15,5,0,0,0,0,0,0,40,92,9,0,0,2
"Postgrad","Married",80336,12,1,0,0,0,0,0,0,48,1052,25,0,0,0
"Graduate","Married",47743,56,6,0,1,0,0,0,0,61,275,14,1,1,1
"Undergraduate","Married",62972,39,6,0,0,0,0,0,0,63,587,16,0,0,1
"Postgrad","Single",57333,55,6,0,0,0,0,0,1,64,1662,33,1,1,1
"Postgrad","Married",32313,60,9,0,0,0,0,0,0,36,159,11,0,0,1
"Postgrad","Single",84953,73,2,0,1,1,1,0,1,65,1024,18,4,1,0
"Postgrad","Single",27071,90,6,0,0,0,0,0,0,50,35,7,0,0,1
"Postgrad","Married",68148,86,2,0,0,0,0,0,0,61,1042,15,0,0,0
"Postgrad","Married",65735,37,7,0,0,0,0,0,0,53,395,19,0,0,2
"Postgrad","Married",86836,7,5,1,0,1,1,0,1,43,557,23,4,1,0
"Postgrad","Married",4023,29,19,0,0,0,0,0,0,55,9,15,0,0,2
"Graduate","Married",30093,19,7,0,0,0,0,0,0,28,69,6,0,0,0
"Postgrad","Married",57705,14,6,0,0,0,0,0,0,52,486,18,0,0,1
"Graduate","Single",25008,72,8,0,0,0,0,0,0,30,34,6,0,0,1
"Undergraduate","Single",83257,56,6,1,0,1,0,0,1,23,1365,28,3,1,0
"Graduate","Married",22280,85,8,0,0,0,0,0,0,43,13,4,0,0,1
"Postgrad","Married",72159,62,2,0,0,0,0,0,0,40,1401,21,0,0,0
"Graduate","Married",64260,1,3,0,0,0,0,0,1,57,1574,14,1,1,0
"Postgrad","Single",82733,28,4,0,0,0,0,0,1,34,1323,20,1,1,0
"Postgrad","Single",74290,70,6,0,1,0,1,0,0,47,1217,32,2,1,1
"Postgrad","Single",58217,84,6,0,0,0,0,0,0,67,103,7,0,0,3
"Postgrad","Married",21024,89,7,0,0,0,0,0,0,42,84,7,0,0,0
"Postgrad","Married",70116,73,1,0,0,0,0,0,0,46,1536,23,0,0,0
"Graduate","Married",54006,42,7,0,0,0,0,0,0,33,581,18,0,0,1
"Postgrad","Married",69063,16,3,0,0,0,0,0,0,52,928,14,0,0,1
"Undergraduate","Single",11448,16,6,0,0,0,0,0,0,43,14,4,0,0,0
"Graduate","Single",61825,56,4,0,0,0,0,0,0,39,424,15,0,0,1
"Graduate","Married",70886,65,2,0,0,0,0,0,0,47,960,14,0,0,1
"Graduate","Married",69109,10,4,0,0,1,0,0,1,36,1555,20,2,1,0
"Graduate","Single",60208,13,7,0,1,0,0,0,1,45,656,29,2,1,2
"Postgrad","Married",32889,78,5,0,0,0,0,0,0,50,55,9,0,0,2
"Graduate","Single",34738,51,6,0,0,0,0,0,0,34,20,5,0,0,1
"Postgrad","Married",30538,27,10,0,0,0,0,0,0,47,367,17,0,0,1
"Undergraduate","Married",82326,30,2,0,1,1,1,0,1,41,2257,22,4,1,0
"Postgrad","Single",26642,71,6,0,0,0,0,0,0,51,42,7,0,0,1
"Graduate","Single",69932,97,4,0,0,0,0,0,0,54,1049,26,0,0,1
"Graduate","Single",44503,83,6,0,0,0,0,0,0,46,48,7,0,0,2
"Postgrad","Single",60200,3,6,0,0,0,0,0,0,70,685,25,0,0,1
"Graduate","Single",49638,71,2,0,0,0,0,0,0,66,39,5,0,0,1
"Undergraduate","Single",23830,3,7,0,0,0,0,0,0,31,43,5,0,0,0
"Postgrad","Single",33051,15,9,0,0,0,0,0,1,59,835,21,1,1,0
"Graduate","Married",72905,52,1,0,0,0,1,0,0,60,1515,20,1,1,0
"Postgrad","Married",69702,8,4,0,0,0,0,0,0,67,1039,26,0,0,1
"Graduate","Single",70300,89,8,0,0,0,0,0,0,43,1596,26,0,0,1
"Postgrad","Married",70643,66,6,0,0,0,0,0,1,34,1828,18,1,1,0
"Postgrad","Married",30396,22,7,1,0,0,0,0,1,49,34,6,2,1,1
"Postgrad","Single",50616,56,7,0,0,0,0,0,0,50,149,10,0,0,1
"Postgrad","Single",62772,74,2,0,1,0,0,0,0,49,946,23,1,1,1
"Postgrad","Single",30298,48,3,0,0,0,0,0,0,33,28,6,0,0,0
"Graduate","Single",52413,67,7,0,0,0,0,0,0,34,450,17,0,0,1
"Postgrad","Married",44155,24,4,0,0,0,0,0,0,61,46,5,0,0,2
"Postgrad","Single",86979,67,2,1,0,0,0,0,1,47,1702,16,2,1,0
"Graduate","Married",76532,38,5,0,0,0,0,0,0,43,820,25,0,0,2
"Graduate","Married",42081,86,6,1,0,0,0,0,0,36,382,15,1,1,1
"Postgrad","Married",67546,90,3,0,0,0,0,0,0,30,2126,20,0,0,0
"Postgrad","Married",88420,87,1,1,0,1,1,0,0,29,2069,20,3,1,0
"Graduate","Married",31158,62,8,0,0,0,0,0,0,33,72,7,0,0,1
"Graduate","Single",61671,23,8,0,1,0,1,0,0,50,732,28,2,1,1
"Graduate","Single",69719,99,1,0,0,0,0,0,0,44,801,11,0,0,0
"Graduate","Single",49160,29,6,0,0,0,0,0,0,69,236,12,0,0,1
"Undergraduate","Married",24882,52,6,1,0,0,0,0,0,40,80,5,1,1,1
"Postgrad","Single",90933,90,1,0,0,1,0,0,0,64,1685,15,1,1,0
"Postgrad","Single",113734,9,1,0,0,0,0,0,0,73,277,27,0,0,0
"Postgrad","Married",59292,71,3,0,0,0,0,0,0,68,507,18,0,0,1
"Postgrad","Married",45759,13,7,0,0,0,0,0,0,54,68,7,0,0,2
"Graduate","Single",22148,16,7,0,0,0,0,0,0,35,49,5,0,0,0
"Postgrad","Married",73395,94,2,0,0,0,0,0,0,31,397,15,0,0,0
"Graduate","Single",29819,77,6,0,0,0,0,0,0,47,39,9,0,0,1
"Graduate","Married",45688,20,4,0,1,0,0,0,0,50,306,14,1,1,1
"Graduate","Married",62820,51,1,0,0,0,0,0,0,64,976,14,0,0,0
"Postgrad","Married",60491,81,5,0,0,0,0,0,0,47,1028,28,0,0,1
"Graduate","Married",33235,71,7,0,0,0,0,0,0,32,70,7,0,0,1
"Graduate","Married",35701,36,6,0,0,0,0,0,0,59,46,5,0,0,0
"Postgrad","Married",31535,95,7,1,0,0,0,0,0,38,51,5,1,1,1
"Undergraduate","Married",92556,32,0,0,0,0,0,0,0,58,1263,21,0,0,0
"Graduate","Single",67384,32,5,0,1,0,0,0,0,48,1490,22,1,1,1
"Postgrad","Married",80573,85,2,0,0,0,0,0,0,47,1564,24,0,0,0
"Graduate","Married",77870,93,8,0,1,0,1,0,1,51,1815,18,3,1,1
"Postgrad","Single",52278,24,8,0,0,0,0,0,0,55,1198,31,0,0,1
"Graduate","Single",57107,44,8,0,1,0,0,1,1,50,416,23,3,1,1
"Graduate","Married",18929,15,6,0,0,0,0,0,0,28,85,6,0,0,0
"Postgrad","Single",36038,82,6,0,0,0,0,0,0,37,47,8,0,0,1
"Graduate","Single",20180,27,7,0,0,0,0,0,0,42,137,8,0,0,0
"Postgrad","Married",34230,72,7,0,0,0,0,0,0,53,21,4,0,0,2
"Undergraduate","Single",31878,7,3,0,0,0,0,0,0,41,70,6,0,0,1
"Undergraduate","Married",70932,57,3,0,0,0,0,0,0,46,909,22,0,0,1
"Graduate","Single",91249,84,4,0,1,1,1,1,1,62,1676,22,5,1,0
"Postgrad","Single",77598,53,3,0,0,1,0,0,0,75,1735,26,1,1,0
"Graduate","Single",80982,48,5,0,0,0,0,0,0,59,1191,30,0,0,2
"Postgrad","Married",22701,2,5,0,0,0,0,0,0,41,24,5,0,0,1
"Postgrad","Married",55212,65,8,0,1,0,0,1,0,49,1182,20,2,1,1
"Graduate","Married",70617,45,2,0,0,0,0,0,0,48,1280,14,0,0,0
"Graduate","Single",64849,42,5,0,0,0,0,0,1,61,1336,19,1,1,0
"Postgrad","Married",62694,29,7,0,0,0,0,0,0,53,749,24,0,0,2
"Postgrad","Married",61917,83,5,0,0,0,0,0,0,44,91,7,0,0,2
"Postgrad","Married",67472,93,3,0,0,0,0,0,0,71,414,15,0,0,1
"Postgrad","Married",21059,40,6,0,0,0,0,0,0,36,44,9,0,0,1
"Postgrad","Married",29543,47,7,0,0,0,0,0,0,50,63,8,0,0,2
"Graduate","Married",75903,50,3,0,0,0,0,0,0,67,901,23,0,0,1
"Undergraduate","Married",34984,40,7,0,0,0,0,0,0,43,38,6,0,0,2
"Postgrad","Single",54998,3,4,0,0,0,0,0,1,62,455,20,1,1,1
"Postgrad","Single",54356,62,8,0,0,0,0,0,1,69,775,24,1,1,1
"Postgrad","Married",34242,25,5,0,0,0,0,0,0,59,15,4,0,0,1
"Graduate","Married",25410,48,4,0,0,0,0,0,0,45,38,6,0,0,1
"Postgrad","Married",73356,56,2,1,0,1,1,0,1,34,1512,22,4,1,0
"Graduate","Married",28320,68,8,0,0,0,0,0,0,68,43,5,0,0,1
"Graduate","Single",23763,64,7,0,0,0,0,0,0,41,42,5,0,0,1
"Graduate","Married",72570,67,1,0,0,0,0,0,0,34,1089,23,0,0,0
"Postgrad","Married",34529,94,7,0,0,0,0,0,0,42,162,9,0,0,1
"Graduate","Single",70792,82,3,0,0,0,0,0,0,67,1272,19,0,0,0
"Graduate","Married",63211,3,2,0,0,0,0,0,1,36,1173,20,1,1,0
"Postgrad","Married",83891,24,1,0,0,0,0,0,0,44,816,22,0,0,1
"Graduate","Single",36065,54,8,0,0,0,0,0,0,50,74,9,0,0,2
"Graduate","Married",39898,20,7,0,0,0,0,0,0,64,134,9,0,0,1
"Postgrad","Single",51141,96,5,0,0,0,0,0,0,78,157,9,0,0,0
"Graduate","Married",56939,19,3,0,0,0,0,0,0,42,561,18,0,0,1
"Graduate","Single",80872,60,1,0,0,0,0,0,0,67,1336,19,0,0,0
"Postgrad","Married",72335,2,8,0,0,0,0,0,1,42,2092,23,1,1,0
"Postgrad","Single",61798,13,4,0,0,0,0,0,0,54,463,16,0,0,0
"Postgrad","Single",76842,37,0,0,0,0,0,0,0,68,1130,17,0,0,0
"Graduate","Married",29478,59,6,0,0,0,0,0,0,42,20,5,0,0,1
"Graduate","Single",46998,55,7,1,0,0,0,0,0,62,377,18,1,1,1
"Graduate","Single",96843,60,2,0,0,1,0,0,1,28,1544,28,2,1,0
"Postgrad","Single",56551,48,4,0,0,0,0,0,0,68,138,10,0,0,2
"Postgrad","Married",70053,38,5,0,0,0,0,0,0,53,1012,26,0,0,1
"Postgrad","Single",71670,8,6,0,1,1,0,1,1,56,1766,15,4,1,0
"Graduate","Married",44359,19,3,0,0,0,0,0,0,40,45,9,0,0,2
"Graduate","Single",40887,32,9,0,0,0,0,0,1,66,161,10,1,1,2
"Graduate","Single",48877,27,7,0,0,0,0,0,0,52,144,8,0,0,1
"Graduate","Married",74485,58,3,0,0,0,0,0,0,71,1734,26,0,0,0
"Graduate","Married",64474,59,5,0,0,0,0,0,0,46,823,22,0,0,1
"Graduate","Married",77226,29,3,0,0,0,0,0,0,55,1138,28,0,0,1
"Graduate","Single",72643,60,2,0,0,0,1,0,1,69,1429,21,2,1,0
"Postgrad","Married",85738,41,1,0,1,1,0,0,0,40,1371,21,2,1,0
"Graduate","Single",55686,27,4,1,0,0,0,0,0,52,982,16,1,1,1
"Graduate","Single",39062,28,4,1,0,0,0,0,0,35,44,5,1,1,1
"Graduate","Married",34600,8,8,0,0,0,0,0,1,47,318,17,1,1,2
"Graduate","Married",40794,18,7,0,0,0,0,0,0,43,434,16,0,0,1
"Undergraduate","Married",54690,76,3,0,0,0,0,0,0,47,198,12,0,0,2
"Graduate","Married",4428,0,1,0,0,0,0,0,0,49,359,25,0,0,1
"Undergraduate","Married",32632,32,5,0,0,0,0,0,0,55,576,18,0,0,0
"Postgrad","Single",38236,2,7,0,0,0,0,0,0,50,88,11,0,0,2
"Graduate","Married",36781,16,8,0,0,0,0,0,1,39,63,6,1,1,1
"Postgrad","Single",31385,56,8,1,0,0,0,0,1,34,27,4,2,1,1
"Graduate","Married",24570,97,9,0,0,0,0,0,0,34,193,11,0,0,1
"Postgrad","Single",25509,15,9,0,0,0,0,0,1,44,101,9,1,1,1
"Graduate","Married",94642,35,1,0,0,1,1,0,0,67,2211,21,2,1,0
"Postgrad","Married",58646,3,4,0,0,0,0,0,0,56,140,8,0,0,1
"Graduate","Single",53201,49,7,0,0,0,0,0,0,43,415,22,0,0,2
"Graduate","Married",21994,4,5,0,0,0,0,0,0,61,22,4,0,0,1
"Graduate","Married",57113,45,7,0,0,0,0,0,0,40,263,16,0,0,2
"Graduate","Married",51373,37,4,0,0,0,0,0,0,27,393,12,0,0,0
"Graduate","Married",23477,39,8,0,0,0,0,0,0,32,147,10,0,0,1
"Graduate","Married",58116,38,2,0,0,0,0,0,0,62,443,16,0,0,1
"Postgrad","Single",72968,8,3,0,0,0,1,0,1,55,1958,19,2,1,0
"Postgrad","Married",39791,89,7,0,0,0,0,0,0,47,174,10,0,0,1
"Postgrad","Single",91712,47,3,0,0,1,0,0,1,71,2217,27,2,1,0
"Graduate","Single",94472,75,5,0,1,1,0,0,0,60,1691,16,2,1,1
"Graduate","Married",13672,86,8,0,0,0,0,0,0,58,25,6,0,0,2
"Undergraduate","Married",96547,4,2,1,0,1,1,0,1,38,809,21,4,1,0
"Graduate","Married",79205,73,4,0,0,0,1,0,1,43,895,16,2,1,0
"Postgrad","Married",56559,46,4,0,0,0,0,0,0,43,484,18,0,0,1
"Postgrad","Married",32644,38,8,1,0,0,0,0,0,45,413,18,1,1,1
"Undergraduate","Single",67506,73,3,0,0,0,0,0,0,38,331,12,0,0,1
"Graduate","Single",24206,66,6,0,0,0,0,0,0,48,25,5,0,0,1
"Postgrad","Single",28420,36,6,0,0,0,0,0,0,51,13,4,0,0,1
"Graduate","Married",22979,29,8,0,0,0,0,0,1,48,115,10,1,1,1
"Graduate","Single",33279,29,3,0,0,0,0,0,0,52,16,4,0,0,0
"Postgrad","Single",46423,6,7,0,0,0,0,0,0,46,92,9,0,0,2
"Graduate","Married",30368,97,8,0,0,0,0,0,0,41,52,7,0,0,1
"Graduate","Married",63684,61,5,0,0,0,0,0,0,48,1464,23,0,0,1
"Graduate","Single",41638,68,8,1,0,0,0,0,0,54,441,17,1,1,1
"Postgrad","Single",68805,73,2,0,0,0,0,0,0,59,283,12,0,0,1
"Postgrad","Married",65814,90,5,0,0,0,0,0,0,52,747,23,0,0,1
"Graduate","Single",71964,81,3,0,0,0,0,0,0,60,1870,17,0,0,0
"Graduate","Single",39146,1,8,0,0,0,0,0,0,32,165,11,0,0,1
"Graduate","Married",96876,79,2,0,1,1,1,0,1,41,1941,24,4,1,0
"Undergraduate","Married",34445,92,9,0,0,0,0,0,0,37,839,27,0,0,0
"Graduate","Single",68281,31,5,0,0,0,0,0,1,60,1655,25,1,1,0
"Undergraduate","Married",37284,46,6,0,0,0,0,0,0,43,23,4,0,0,2
"Graduate","Married",36790,14,9,0,0,0,0,0,1,35,66,6,1,1,0
"Graduate","Married",27943,89,8,0,0,0,0,0,0,51,37,8,0,0,2
"Graduate","Single",22263,31,6,0,0,0,0,0,0,67,21,6,0,0,2
"Graduate","Married",30261,75,8,0,0,0,0,0,0,46,22,4,0,0,3
"Graduate","Married",28587,42,6,0,0,0,0,0,0,40,78,9,0,0,1
"Postgrad","Married",43815,53,6,0,0,0,0,0,0,36,79,6,0,0,1
"Graduate","Married",48195,53,6,0,0,0,0,0,0,62,265,17,0,0,2
"Postgrad","Married",77027,23,4,0,0,0,0,0,0,66,1175,19,0,0,1
"Postgrad","Married",71322,57,4,0,0,0,0,0,0,53,1305,28,0,0,1
"Postgrad","Married",32765,49,5,0,0,0,0,0,0,39,46,8,0,0,1
"Graduate","Married",29672,6,6,0,0,0,0,0,0,53,25,4,0,0,2
"Graduate","Single",23272,29,4,0,0,0,0,0,0,65,46,5,0,0,0
"Postgrad","Married",49912,5,8,1,0,0,0,0,1,69,874,26,2,1,1
"Undergraduate","Married",7500,98,9,0,0,0,0,0,0,33,100,10,0,0,1
"Postgrad","Single",68117,80,6,1,0,0,0,0,1,71,930,25,2,1,1
"Graduate","Married",67225,4,5,0,0,0,0,0,0,63,868,23,0,0,1
"Graduate","Married",17649,70,8,0,0,0,0,0,0,42,45,9,0,0,1
"Graduate","Married",55914,32,7,0,0,0,0,0,0,43,1260,29,0,0,1
"Graduate","Married",40059,82,8,1,0,0,0,0,0,34,414,12,1,1,1
"Graduate","Married",60905,27,2,0,0,0,0,0,0,68,392,15,0,0,1
"Graduate","Married",75330,94,6,0,0,0,0,0,0,41,1109,29,0,0,2
"Graduate","Single",60689,23,3,0,0,0,0,0,0,67,639,22,0,0,1
"Graduate","Married",38680,97,7,0,0,0,0,0,0,34,79,6,0,0,1
"Graduate","Married",61416,25,6,1,0,0,0,0,0,36,1665,24,1,1,0
"Graduate","Single",49767,92,4,0,0,0,0,0,0,27,692,18,0,0,0
"Graduate","Single",83273,98,7,0,0,0,0,0,0,48,1392,29,0,0,3
"Graduate","Married",29009,19,6,0,0,0,0,0,0,37,44,7,0,0,1
"Postgrad","Married",45057,80,5,0,0,0,0,0,0,39,50,6,0,0,1
"Graduate","Married",37150,80,7,0,0,0,0,0,0,47,467,21,0,0,1
"Graduate","Single",43020,79,6,0,0,0,0,0,0,48,223,12,0,0,1
"Graduate","Married",53154,50,4,0,0,0,0,0,0,59,158,9,0,0,1
"Graduate","Married",65308,60,4,0,0,1,1,0,0,45,1211,28,2,1,0
"Graduate","Single",76467,44,6,0,0,0,0,0,1,48,1575,14,1,1,1
"Undergraduate","Married",81044,0,1,0,0,0,0,0,0,71,1208,22,0,0,0
"Graduate","Married",32871,28,4,0,0,0,0,0,0,67,43,5,0,0,2
